chapter,sense,lemma,sentence,sentence_start_char,sentence_end_char
10,SOUND,note,"Miss Gryce snored at last; she was a heavy Welshwoman, and till now her habitual nasal strains had never been regarded by me in any other light than as a nuisance; to-night I hailed the first deep notes with satisfaction; I was debarrassed of interruption; my half-effaced thought instantly revived.",7082,7383
10,SOUND,sound,"“I know there is, because it does not sound too sweet; it is not like such words as Liberty, Excitement, Enjoyment: delightful sounds truly; but no more than sounds for me; and so hollow and fleeting that it is mere waste of time to listen to them.",7497,7745
10,SOUND,sound,"“I know there is, because it does not sound too sweet; it is not like such words as Liberty, Excitement, Enjoyment: delightful sounds truly; but no more than sounds for me; and so hollow and fleeting that it is mere waste of time to listen to them.",7497,7745
10,SOUND,sound,"“I know there is, because it does not sound too sweet; it is not like such words as Liberty, Excitement, Enjoyment: delightful sounds truly; but no more than sounds for me; and so hollow and fleeting that it is mere waste of time to listen to them.",7497,7745
10,SOUND,listen,"“I know there is, because it does not sound too sweet; it is not like such words as Liberty, Excitement, Enjoyment: delightful sounds truly; but no more than sounds for me; and so hollow and fleeting that it is mere waste of time to listen to them.",7497,7745
10,SOUND,note,"Feverish with vain labour, I got up and took a turn in the room; undrew the curtain, noted a star or two, shivered with cold, and again crept to bed.",8856,9007
10,SOUND,note,"A note was accordingly addressed to that lady, who returned for answer, that “I might do as I pleased: she had long relinquished all interference in my affairs.”",15797,15958
10,SOUND,note,"This note went the round of the committee, and at last, after what appeared to me most tedious delay, formal leave was given me to better my condition if I could; and an assurance added, that as I had always conducted myself well, both as teacher and pupil, at Lowood, a testimonial of character and capacity, signed by the inspectors of that institution, should forthwith be furnished me.",15959,16350
10,SOUND,voice,"she asked, in a voice and with a smile I half recognised; “you’ve not quite forgotten me, I think, Miss Jane?”",18173,18285
10,SOUND,hear,"“Did she send you here, Bessie?” “No, indeed: but I have long wanted to see you, and when I heard that there had been a letter from you, and that you were going to another part of the country, I thought I’d just set off, and get a look at you before you were quite out of my reach.” “I am afraid you are disappointed in me, Bessie.”",20377,20711
10,SOUND,tune,"There was one in the room; Bessie went and opened it, and then asked me to sit down and give her a tune: I played a waltz or two, and she was charmed.",21393,21545
10,SOUND,hear,"Have you ever heard anything from your father’s kinsfolk, the Eyres?” “Never in my life.”",22401,22493
11,SOUND,hear,"I thought when the coach stopped here there would be some one to meet me; I looked anxiously round as I descended the wooden steps the “boots” placed for my convenience, expecting to hear my name pronounced, and to see some description of carriage waiting to convey me to Thornfield.",931,1214
11,SOUND,toll,"Again I looked out: we were passing a church; I saw its low broad tower against the sky, and its bell was tolling a quarter; I saw a narrow galaxy of lights too, on a hillside, marking a village or hamlet.",4572,4777
11,SOUND,hear,“I little expected such a reception; I anticipated only coldness and stiffness: this is not like what I have heard of the treatment of governesses; but I must not exult too soon.”,7069,7250
11,SOUND,hear,"I should have followed up my first inquiry, by asking in what way Miss Varens was connected with her; but I recollected it was not polite to ask too many questions: besides, I was sure to hear in time.",8140,8343
11,SOUND,hear,"My heart really warmed to the worthy lady as I heard her talk; and I drew my chair a little nearer to her, and expressed my sincere wish that she might find my company as agreeable as she anticipated.",9667,9869
11,SOUND,listen,"I was yet enjoying the calm prospect and pleasant fresh air, yet listening with delight to the cawing of the rooks, yet surveying the wide, hoary front of the hall, and thinking what a great place it was for one lonely little dame like Mrs. Fairfax to inhabit, when that lady appeared at the door.",15743,16042
11,SOUND,hear,"“Did you not know he was called Rochester?” Of course I did not—I had never heard of him before; but the old lady seemed to regard his existence as a universally understood fact, with which everybody must be acquainted by instinct.",16636,16870
11,SOUND,hear,"I inquired, amazed at hearing the French language.",18713,18765
11,SOUND,hear,"She came and shook hands with me when she heard that I was her governess; and as I led her in to breakfast, I addressed some phrases to her in her own tongue: she replied briefly at first, but after we were seated at the table, and she had examined me some ten minutes with her large hazel eyes, she suddenly commenced chattering fluently.",19608,19949
11,SOUND,hear,Shall I let you hear me sing now?”,21872,21908
11,SOUND,strain,"It was the strain of a forsaken lady, who, after bewailing the perfidy of her lover, calls pride to her aid; desires her attendant to deck her in her brightest jewels and richest robes, and resolves to meet the false one that night at a ball, and prove to him, by the gaiety of her demeanour, how little his desertion has affected her.",22227,22564
11,SOUND,hear,The subject seemed strangely chosen for an infant singer; but I suppose the point of the exhibition lay in hearing the notes of love and jealousy warbled with the lisp of childhood; and in very bad taste that point was: at least I thought so.,22564,22808
11,SOUND,note,The subject seemed strangely chosen for an infant singer; but I suppose the point of the exhibition lay in hearing the notes of love and jealousy warbled with the lisp of childhood; and in very bad taste that point was: at least I thought so.,22564,22808
11,SOUND,voice,"She then declaimed the little piece with an attention to punctuation and emphasis, a flexibility of voice and an appropriateness of gesture, very unusual indeed at her age, and which proved she had been carefully trained.",23065,23288
11,SOUND,voice,She made me lift my hand—so—to remind me to raise my voice at the question.,23444,23519
11,SOUND,tone,"In this room, too, there was a cabinet piano, quite new and of superior tone; also an easel for painting and a pair of globes.",24887,25015
11,SOUND,hear,"“So I think: you have no ghost, then?” “None that I ever heard of,” returned Mrs. Fairfax, smiling.",31009,31111
11,SOUND,sound,"While I paced softly on, the last sound I expected to hear in so still a region, a laugh, struck my ear.",33124,33228
